timestamp,symbol,side,price,amount,profit,duration
2025-08-15T15:20:00,DOGE-USD,buy,0.22538,443.69509273227436,,
2025-08-15T15:21:00,DOGE-USD,sell,0.22432,443.69509273227436,-0.4703167982962132,60.0
2025-08-15T15:37:00,BTC-USD,buy,117434.96,0.0008515351816869524,,
2025-08-15T15:40:00,USDC-USD,sell,0.999,100.03000900270081,-0.07002100630189396,1200.0
2025-08-15T16:09:00,USDC-USD,buy,0.9999,100.0100010001,,
2025-08-15T16:24:00,ADA-USD,buy,0.9247,108.14318157240186,,
2025-08-15T16:25:00,DOGE-USD,buy,0.22247,449.4988088281566,,
2025-08-15T16:27:00,XLM-USD,buy,0.415,240.96385542168676,,
2025-08-15T16:31:00,SOL-USD,buy,185.39,0.5394034198176817,,
2025-08-15T16:32:00,ETH-USD,buy,4416.07,0.022644568587001566,,
2025-08-15T16:33:00,HBAR-USD,buy,0.24293,411.64121351829743,,
2025-08-15T16:40:00,USDC-USD,sell,0.9989,100.0100010001,-0.10001000100010009,1860.0
2025-08-15T16:53:00,USDC-USD,buy,0.9997,100.03000900270081,,
2025-08-15T17:03:00,ADA-USD,sell,0.929,108.14318157240186,0.4650156807613368,2340.0
2025-08-15T17:03:00,DOGE-USD,sell,0.22286,449.4988088281566,0.17530453544298172,2280.0
2025-08-15T17:06:00,ETH-USD,sell,4410.0,0.022644568587001566,-0.1374525313230929,2040.0
2025-08-15T17:06:00,HBAR-USD,sell,0.24328,411.64121351829743,0.14407442473139967,1980.0
2025-08-15T17:07:00,SOL-USD,sell,185.05,0.5394034198176817,-0.18339716273799828,2160.0
2025-08-15T17:12:00,BTC-USD,sell,117177.15,0.0008515351816869524,-0.21953428519072363,5700.0
2025-08-15T17:19:00,XRP-USD,buy,3.0364,32.933737320511135,,
2025-08-15T17:20:00,XRP-USD,sell,3.0275,32.933737320511135,-0.29311026215255337,60.0
2025-08-15T17:25:00,XRP-USD,buy,3.0413,32.880676026699106,,
2025-08-15T17:25:00,BNB-USD,buy,819.68,0.12199882881124342,,
2025-08-15T17:27:00,BTC-USD,buy,117500.0,0.000851063829787234,,
2025-08-15T17:27:00,ADA-USD,buy,0.9371,106.71219720414042,,
2025-08-15T17:27:00,SOL-USD,buy,186.26,0.5368839256952647,,
2025-08-15T17:28:00,DOGE-USD,buy,0.22516,444.12861964825015,,
2025-08-15T17:55:00,SOL-USD,sell,185.44,0.5368839256952647,-0.44024481907011337,1680.0
2025-08-15T18:02:00,SOL-USD,buy,186.24,0.5369415807560137,,
2025-08-15T18:05:00,DOGE-USD,sell,0.22376,444.12861964825015,-0.6217800675075557,2220.0
2025-08-15T18:07:00,ADA-USD,sell,0.9407,106.71219720414042,0.38416390993489874,2400.0
2025-08-15T18:07:00,SOL-USD,sell,185.19,0.5369415807560137,-0.5637886597938205,300.0
2025-08-15T18:12:00,ADA-USD,buy,0.9427,106.07828577490189,,
2025-08-15T18:12:00,BNB-USD,sell,819.98,0.12199882881124342,0.03659964864338135,2820.0
2025-08-15T18:20:00,ADA-USD,sell,0.941,106.07828577490189,-0.1803330858173369,480.0
2025-08-15T18:23:00,USDC-USD,sell,0.9989,100.03000900270081,-0.08002400720216293,5400.0
2025-08-15T18:35:00,ADA-USD,buy,0.944,105.93220338983052,,
2025-08-15T18:42:00,USDC-USD,buy,0.9992,100.080064051241,,
2025-08-15T18:43:00,USDC-USD,sell,0.9986,100.080064051241,-0.060048038430737985,60.0
2025-08-15T18:43:00,ADA-USD,sell,0.9382,105.93220338983052,-0.6144067796610081,480.0
2025-08-15T18:47:00,XLM-USD,sell,0.4224,240.96385542168676,1.7831325301204863,8400.0
2025-08-15T18:49:00,XRP-USD,sell,3.0595,32.880676026699106,0.5984283036859163,5040.0
2025-08-15T18:52:00,ADA-USD,buy,0.9444,105.88733587462939,,
2025-08-15T18:52:00,DOGE-USD,buy,0.22393,446.56812396731124,,
2025-08-15T18:59:00,BNB-USD,buy,822.5,0.12158054711246201,,
2025-08-15T19:14:00,SOL-USD,buy,185.4,0.5393743257820928,,
2025-08-15T19:15:00,HBAR-USD,buy,0.2453,407.6640847941297,,
2025-08-15T19:16:00,ETH-USD,buy,4419.04,0.022629349360947175,,
2025-08-15T19:20:00,ADA-USD,sell,0.9341,105.88733587462939,-1.0906395595086802,1680.0
2025-08-15T19:25:00,PENGU-USD,sell,0.031442,2962.9629629629626,-6.838518518518531,34200.0
2025-08-15T19:25:00,BTC-USD,sell,117276.69,0.000851063829787234,-0.19005106382978526,7080.0
2025-08-15T19:25:00,DOGE-USD,sell,0.22267,446.56812396731124,-0.5626758361988047,1980.0
2025-08-15T19:25:00,BNB-USD,sell,820.91,0.12158054711246201,-0.19331306990881847,1560.0
2025-08-15T19:25:00,SOL-USD,sell,184.46,0.5393743257820928,-0.5070118662351659,660.0
2025-08-15T19:25:00,HBAR-USD,sell,0.24436,407.6640847941297,-0.38320423970648043,600.0
2025-08-15T19:25:00,ETH-USD,sell,4400.0,0.022629349360947175,-0.4308628118324334,540.0
2025-08-15T20:13:00,BTC-USD,buy,117116.79,0.0008538485387108032,,
2025-08-15T20:22:00,BTC-USD,sell,117176.18,0.0008538485387108032,0.05071006471403411,540.0
2025-08-15T20:29:00,ADA-USD,buy,0.9323,107.26161106939826,,
2025-08-15T21:23:00,USDC-USD,buy,0.9986,100.1401962747847,,
2025-08-15T21:24:00,SOL-USD,buy,185.12,0.54019014693172,,
2025-08-15T21:29:00,ETH-USD,buy,4415.93,0.022645286496842113,,
2025-08-15T21:30:00,BTC-USD,buy,117281.18,0.0008526517212736094,,
2025-08-15T21:30:00,ADA-USD,sell,0.9328,107.26161106939826,0.053630805534693224,3660.0
2025-08-15T21:33:00,ETH-USD,sell,4406.43,0.022645286496842113,-0.21513022172000007,240.0
2025-08-15T21:39:00,BTC-USD,sell,117133.76,0.0008526517212736094,-0.12569791675015402,540.0
2025-08-15T21:59:00,BNB-USD,buy,825.46,0.12114457393453347,,
2025-08-15T22:11:00,USDC-USD,sell,0.9979,100.1401962747847,-0.07009813739235268,2880.0
2025-08-15T22:17:00,BNB-USD,sell,824.38,0.12114457393453347,-0.1308361398493011,1080.0
2025-08-15T22:25:00,SOL-USD,sell,185.88,0.54019014693172,0.41054451166810224,3660.0
2025-08-15T22:31:00,XRP-USD,buy,3.0804,32.463316452408776,,
2025-08-15T22:33:00,DOGE-USD,buy,0.22863,437.3879193456677,,
2025-08-15T23:09:00,XRP-USD,sell,3.0834,32.463316452408776,0.09738994935723001,2280.0
2025-08-15T23:16:00,DOGE-USD,sell,0.22871,437.3879193456677,0.03499103354765199,2580.0
2025-08-15T23:35:00,XLM-USD,buy,0.4299,232.61223540358222,,
2025-08-15T23:43:00,SOL-USD,buy,185.71,0.5384739647838027,,
2025-08-15T23:58:00,ADA-USD,buy,0.9424,106.11205432937182,,
2025-08-15T23:59:00,XRP-USD,buy,3.0752,32.518210197710715,,
2025-08-16T00:01:00,DOGE-USD,buy,0.22895,436.7765887748417,,
2025-08-16T00:04:00,DOGE-USD,sell,0.22802,436.7765887748417,-0.4062022275605968,180.0
2025-08-16T00:13:00,XRP-USD,sell,3.0738,32.518210197710715,-0.045525494276804426,840.0
2025-08-16T00:27:00,XLM-USD,sell,0.4292,232.61223540358222,-0.16282856478250254,3120.0
2025-08-16T00:44:00,SOL-USD,sell,187.41,0.5384739647838027,0.9154057401324585,3660.0
2025-08-16T00:59:00,ADA-USD,sell,0.9688,106.11205432937182,2.8013582342954138,3660.0
2025-08-16T01:33:00,ADA-USD,buy,0.9655,103.57327809425168,,
2025-08-16T01:35:00,SOL-USD,buy,187.3,0.5339028296849972,,
2025-08-16T01:40:00,ADA-USD,sell,0.9646,103.57327809425168,-0.09321595028482774,420.0
2025-08-16T01:53:00,HBAR-USD,buy,0.25044,399.29723686312093,,
2025-08-16T02:12:00,ADA-USD,buy,0.9641,103.72368011617053,,
2025-08-16T02:17:00,SOL-USD,sell,187.77,0.5339028296849972,0.2509343299519481,2520.0
2025-08-16T02:19:00,XRP-USD,buy,3.0914,32.347803584136635,,
2025-08-16T02:25:00,XRP-USD,sell,3.0871,32.347803584136635,-0.13909555541179375,360.0
2025-08-16T02:39:00,ADA-USD,sell,0.962,103.72368011617053,-0.21781972824395715,1620.0
2025-08-16T02:45:00,HBAR-USD,sell,0.24999,399.29723686312093,-0.1796837565884068,3120.0
2025-08-16T03:04:00,ADA-USD,buy,0.9622,103.92849719393057,,
2025-08-16T03:33:00,ADA-USD,sell,0.9622,103.92849719393057,0.0,1740.0
2025-08-16T04:26:00,SOL-USD,buy,187.58,0.5331058748267405,,
2025-08-16T04:56:00,ADA-USD,buy,0.9543,104.78885046631038,,
2025-08-16T05:24:00,SOL-USD,sell,187.4,0.5331058748267405,-0.09595905746881693,3480.0
2025-08-16T05:57:00,ADA-USD,sell,0.9462,104.78885046631038,-0.8487896887771137,3660.0
2025-08-16T06:06:00,ADA-USD,buy,0.9484,105.44074230282581,,
2025-08-16T06:19:00,SOL-USD,buy,186.75,0.535475234270415,,
2025-08-16T06:42:00,SOL-USD,sell,186.39,0.535475234270415,-0.1927710843373567,1380.0
2025-08-16T06:45:00,SOL-USD,buy,186.93,0.5349596105494036,,
2025-08-16T07:00:00,ADA-USD,sell,0.9491,105.44074230282581,0.07380851961198165,3240.0
2025-08-16T07:25:00,ADA-USD,buy,0.9556,104.64629552113855,,
2025-08-16T07:46:00,SOL-USD,sell,188.95,0.5349596105494036,1.0806184133097854,3660.0
2025-08-16T08:05:00,ADA-USD,sell,0.9589,104.64629552113855,0.34533277521975403,2400.0
2025-08-16T08:23:00,ADA-USD,buy,0.9622,103.92849719393057,,
2025-08-16T08:40:00,ADA-USD,sell,0.9589,103.92849719393057,-0.34296404073997927,1020.0
2025-08-16T09:14:00,SOL-USD,buy,188.18,0.5314061005420342,,
2025-08-16T09:17:00,SOL-USD,sell,187.98,0.5314061005420342,-0.1062812201084159,180.0
2025-08-16T10:48:00,SOL-USD,buy,186.41,0.5364519070865297,,
2025-08-16T11:06:00,ADA-USD,buy,0.91,109.89010989010988,,
2025-08-16T11:33:00,ADA-USD,sell,0.9103,109.89010989010988,0.03296703296702933,1620.0
2025-08-16T11:42:00,SOL-USD,sell,186.86,0.5364519070865297,0.2414033581889475,3240.0
2025-08-16T12:12:00,ADA-USD,buy,0.9088,110.03521126760563,,
2025-08-16T12:28:00,ADA-USD,sell,0.9038,110.03521126760563,-0.5501760563380287,960.0
2025-08-16T12:31:00,ADA-USD,buy,0.9104,109.84182776801406,,
2025-08-16T12:31:00,SOL-USD,buy,186.55,0.5360493165371214,,
2025-08-16T12:49:00,SOL-USD,sell,186.0,0.5360493165371214,-0.2948271240954229,1080.0
2025-08-16T12:52:00,SOL-USD,buy,186.27,0.5368551028077522,,
2025-08-16T13:32:00,ADA-USD,sell,0.9185,109.84182776801406,0.8897188049209134,3660.0
2025-08-16T13:50:00,SOL-USD,sell,187.27,0.5368551028077522,0.5368551028077522,3480.0
2025-08-16T14:25:00,SOL-USD,buy,187.55,0.5331911490269261,,
2025-08-16T15:26:00,SOL-USD,sell,189.36,0.5331911490269261,0.9650759797387375,3660.0
2025-08-16T17:26:00,SUI-USD,buy,3.7582,26.60848278431164,,
2025-08-16T17:30:00,SUI-USD,sell,3.7557,26.60848278431164,-0.06652120696077768,240.0
2025-08-16T17:34:00,SOL-USD,buy,187.79,0.532509718302359,,
2025-08-16T17:43:00,SOL-USD,sell,187.58,0.532509718302359,-0.11182704084348451,540.0
2025-08-16T17:51:00,SOL-USD,buy,187.89,0.5322263026238757,,
2025-08-16T18:00:00,AVAX-USD,buy,23.98,4.170141784820684,,
2025-08-16T18:30:00,SOL-USD,sell,187.86,0.5322263026238757,-0.01596678907870175,2340.0
2025-08-16T18:52:00,SOL-USD,buy,188.17,0.531434341287134,,
2025-08-16T19:43:00,LTC-USD,buy,120.13,0.8324315325064514,,
2025-08-16T19:53:00,SOL-USD,sell,189.07,0.531434341287134,0.4782909071584236,3660.0
2025-08-16T20:21:00,SOL-USD,buy,189.22,0.5284853609555016,,
2025-08-16T20:27:00,LTC-USD,sell,119.88,0.8324315325064514,-0.20810788312661285,2640.0
2025-08-16T21:10:00,SOL-USD,sell,188.66,0.5284853609555016,-0.2959518021350821,2940.0
2025-08-16T21:30:00,SOL-USD,buy,188.97,0.5291845266444409,,
2025-08-16T21:55:00,SOL-USD,sell,188.55,0.5291845266444409,-0.22225750119065857,1500.0
2025-08-16T22:29:00,PENGU-USD,buy,0.033132,3018.2301098635758,,
2025-08-16T23:22:00,PENGU-USD,sell,0.033136,3018.2301098635758,0.012072920439445434,3180.0
2025-08-16T23:49:00,SOL-USD,buy,189.41,0.5279552293965472,,
2025-08-17T00:02:00,PENGU-USD,buy,0.033276,3005.1688904916455,,
2025-08-17T00:41:00,PENGU-USD,sell,0.033175,3005.1688904916455,-0.3035220579396469,2340.0
2025-08-17T00:50:00,SOL-USD,sell,188.44,0.5279552293965472,-0.5121165725146501,3660.0
2025-08-17T01:35:00,SOL-USD,buy,188.08,0.5316886431305827,,
2025-08-17T02:16:00,SOL-USD,sell,188.24,0.5316886431305827,0.08507018290089143,2460.0
2025-08-17T03:35:00,SOL-USD,buy,191.23,0.522930502536213,,
2025-08-17T04:36:00,SOL-USD,sell,192.35,0.522930502536213,0.585682162840561,3660.0
2025-08-17T04:49:00,SOL-USD,buy,193.13,0.5177859472893905,,
2025-08-17T05:23:00,SOL-USD,sell,192.88,0.5177859472893905,-0.12944648682234763,2040.0
2025-08-17T05:42:00,SOL-USD,buy,193.15,0.5177323323841574,,
2025-08-17T05:58:00,SOL-USD,sell,192.74,0.5177323323841574,-0.21227025627750276,960.0
2025-08-17T09:33:00,LINK-USD,buy,24.57,4.07000407000407,,
2025-08-17T10:34:00,LINK-USD,sell,24.73,4.07000407000407,0.6512006512006517,3660.0
2025-08-17T11:48:00,LINK-USD,buy,24.62,4.061738424045491,,
2025-08-17T12:10:00,LINK-USD,sell,24.58,4.061738424045491,-0.1624695369618306,1320.0
2025-08-17T12:53:00,LINK-USD,buy,24.64,4.058441558441558,,
2025-08-17T13:54:00,LINK-USD,sell,24.89,4.058441558441558,1.0146103896103895,3660.0
2025-08-17T14:08:00,LINK-USD,buy,24.86,4.022526146419952,,
2025-08-17T15:09:00,LINK-USD,sell,25.66,4.022526146419952,3.218020917135964,3660.0
2025-08-17T16:25:00,LINK-USD,buy,26.16,3.8226299694189603,,
2025-08-17T16:42:00,LINK-USD,sell,26.0,3.8226299694189603,-0.6116207951070342,1020.0
2025-08-17T17:06:00,LINK-USD,buy,26.07,3.8358266206367473,,
2025-08-17T17:15:00,LINK-USD,sell,25.93,3.8358266206367473,-0.5370157268891468,540.0
2025-08-17T17:21:00,LINK-USD,buy,26.04,3.8402457757296466,,
2025-08-17T17:31:00,LINK-USD,sell,25.95,3.8402457757296466,-0.34562211981566765,600.0
2025-08-17T17:57:00,LINK-USD,buy,26.08,3.834355828220859,,
2025-08-17T18:04:00,LINK-USD,sell,25.93,3.834355828220859,-0.5751533742331234,420.0
2025-08-17T19:30:00,LINK-USD,buy,25.66,3.897116134060795,,
2025-08-17T19:31:00,LINK-USD,sell,25.58,3.897116134060795,-0.3117692907248708,60.0
2025-08-17T20:15:00,LINK-USD,buy,25.49,3.9231071008238527,,
2025-08-17T21:08:00,LINK-USD,sell,25.65,3.9231071008238527,0.627697136131817,3180.0
2025-08-17T22:08:00,LINK-USD,buy,25.72,3.888024883359254,,
2025-08-17T22:20:00,LINK-USD,sell,25.66,3.888024883359254,-0.23328149300155027,720.0
2025-08-17T22:21:00,LINK-USD,buy,25.79,3.87747188832881,,
2025-08-17T22:50:00,LINK-USD,sell,25.78,3.87747188832881,-0.038774718883280386,1740.0
2025-08-17T23:52:00,LINK-USD,buy,25.81,3.874467260751647,,
2025-08-18T00:01:00,LINK-USD,sell,25.64,3.874467260751647,-0.6586594343277729,540.0
2025-08-18T00:26:00,LINK-USD,buy,25.7,3.8910505836575875,,
2025-08-18T01:21:00,LINK-USD,sell,25.88,3.8910505836575875,0.7003891050583646,3300.0
